#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
563;J1115-0956;NAN;NAN;NAN;57317.00;267.553;46.226;168.86400417;-9.94808333;1.310894;3.47e-17;16.10;NAN;NAN;0.22;NAN;1.061;0.766;-0.733;8.531;NAN;pks_superb;
564;J1115-6052;NAN;NAN;NAN;55366.00;291.565;-0.126;168.97384167;-60.87183611;0.259779;7.23e-15;226.92;NAN;NAN;0.48;NAN;2.185;-0.005;-2.032;7.697;NAN;pksmb,htru_pks;
565;J1116-2444;NAN;NAN;NAN;57513.00;276.971;33.287;169.09691667;-24.74891667;0.867949;9.85e-16;29.60;NAN;NAN;NAN;NAN;0.839;0.460;-0.696;8.415;NAN;gbncc;
566;J1116-4122;-1.000;7.000;NAN;51360.00;284.451;18.069;169.17952500;-41.37887778;0.943158;7.95e-15;40.53;0.00;26.00;6.00;NAN;0.280;0.087;-0.258;8.434;NAN;mol2,pks70,pkssw;
567;J1117-6154;NAN;NAN;NAN;51397.00;292.102;-1.028;169.34920833;-61.90611111;0.505097;1.25e-14;493.60;NAN;NAN;1.60;NAN;3.976;-0.071;-3.683;7.004;NAN;pksmb,htru_pks;
568;J1117-6447;NAN;NAN;NAN;51703.00;293.167;-3.719;169.43750000;-64.79944444;1.155272;2.40e-16;303.00;NAN;NAN;0.14;NAN;2.752;-0.179;-2.525;7.420;NAN;pksmb;
569;J1119-6127;NAN;NAN;NAN;52109.85;292.151;-0.537;169.80958333;-61.46375000;0.407963;4.02e-12;704.80;NAN;NAN;1.09;NAN;8.400;-0.079;-7.780;5.333;GRS:4FGL_J1119.1-6127[aab+22],SNR:G292.2;pksmb,FermiBlind,htru_pks;
570;J1119-7936;NAN;NAN;NAN;43557.71;298.705;-17.498;169.92000000;-79.60841667;2.280597;3.67e-15;27.40;NAN;7.00;0.70;NAN;0.814;-0.245;-0.681;8.127;NAN;mol2;
571;J1120-24;NAN;NAN;NAN;NAN;277.486;34.314;170.00000000;-24.00000000;0.497000;NAN;9.81;NAN;NAN;NAN;NAN;0.098;0.055;-0.080;8.489;NAN;gbncc;
572;J1121-5444;-17.000;18.000;NAN;57600.00;290.082;5.873;170.32954167;-54.73475000;0.535787;2.78e-15;204.70;0.00;24.00;1.50;NAN;2.324;0.238;-2.171;7.706;NAN;mol2,htru_pks,pks70,pksmb,pkssw;
573;J1122-3546;NAN;NAN;NAN;57858.00;283.300;23.675;170.57184943;-35.77533110;0.007838;1.52e-20;39.59;NAN;NAN;NAN;NAN;0.668;0.268;-0.595;8.359;NAN;gbncc;
574;J1123-4844;NAN;NAN;NAN;49542.28;288.295;11.610;170.81521250;-48.73965278;0.244838;6.54e-17;92.92;0.00;8.00;1.00;NAN;1.858;0.374;-1.728;7.929;NAN;pks70,htru_pks,pkssw;
575;J1123-6102;NAN;NAN;NAN;51155.00;292.509;0.049;170.92375000;-61.03505556;0.640234;6.46e-15;439.40;NAN;NAN;1.10;NAN;3.487;0.003;-3.221;7.165;NAN;pksmb,htru_pks;
576;J1123-6259;NAN;NAN;NAN;57600.00;293.183;-1.783;170.98137500;-62.98636667;0.271437;5.25e-15;223.26;NAN;11.00;0.51;NAN;2.187;-0.068;-2.009;7.639;NAN;pks70,htru_pks,pksmb;
577;J1123-6651;NAN;NAN;NAN;49139.00;294.469;-5.442;170.96754167;-66.86363056;0.232976;2.75e-15;111.20;NAN;8.00;0.60;NAN;1.675;-0.159;-1.518;7.809;NAN;pks70,htru_pks,pksmb;
578;J1124-5638;NAN;NAN;NAN;51752.00;291.209;4.246;171.23529167;-56.64436111;0.185560;9.00e-18;289.50;NAN;NAN;0.31;NAN;2.639;0.195;-2.454;7.548;NAN;pksmb,htru_pks;
579;J1124-5916;-17.000;-12.000;NAN;54683.28;292.038;1.752;171.16250000;-59.27194444;0.135477;7.53e-13;329.20;NAN;NAN;0.08;NAN;5.000;0.153;-4.633;6.625;GRS:4FGL_J1124.7-5915[aab+22],SNR:G292.0;misc,FermiBlind;
580;J1124-6421;NAN;NAN;NAN;51400.00;293.747;-3.036;171.24791667;-64.35472222;0.479099;6.20e-16;298.00;NAN;NAN;0.19;NAN;2.702;-0.143;-2.470;7.413;NAN;pksmb,htru_pks;
581;J1126-2737;NAN;NAN;NAN;56657.00;280.691;31.537;171.50833333;-27.61972222;0.358161;NAN;26.86;NAN;NAN;NAN;NAN;0.436;0.228;-0.365;8.431;NAN;gbncc;
582;J1126-38;NAN;NAN;NAN;57388.00;285.214;21.292;171.57500000;-38.63333333;0.887550;NAN;46.00;NAN;NAN;NAN;NAN;1.013;0.368;-0.911;8.252;NAN;pks_superb,gbncc;
583;J1126-6054;NAN;NAN;NAN;47909.90;292.834;0.292;171.71920000;-60.91110000;0.202737;2.81e-16;280.27;NAN;NAN;1.40;NAN;2.426;0.012;-2.236;7.559;NAN;pks1,htru_pks,pksmb;
584;J1126-6942;NAN;NAN;NAN;57600.00;295.631;-8.048;171.59025000;-69.70438889;0.579419;3.29e-15;55.33;NAN;9.00;0.30;NAN;1.185;-0.166;-1.058;7.992;NAN;pks70,htru_pks,pkssw;
585;J1128-6219;NAN;NAN;NAN;51660.00;293.495;-0.972;172.19458333;-62.31916667;0.515984;1.10e-17;675.00;NAN;NAN;0.27;NAN;7.400;-0.125;-6.786;5.550;NAN;pksmb,htru_pks;
586;J1129-53;NAN;NAN;NAN;54831.00;290.798;7.410;172.33750000;-53.51666667;1.062880;NAN;77.00;NAN;NAN;NAN;NAN;1.457;0.188;-1.351;7.987;NAN;pkssw;
587;J1130+0921;NAN;NAN;NAN;59180.00;252.218;63.976;172.72916667;9.35250000;4.796637;-2.76e-15;21.00;NAN;NAN;NAN;NAN;3.386;3.043;-1.415;8.954;NAN;chime;
588;J1130-5826;NAN;NAN;NAN;51696.00;292.460;2.778;172.56804167;-58.43397222;0.162323;1.59e-17;261.10;NAN;NAN;0.18;NAN;2.408;0.117;-2.223;7.581;NAN;pksmb,htru_pks;
589;J1130-5925;NAN;NAN;NAN;51172.00;292.755;1.830;172.54350000;-59.42613889;0.680984;9.52e-16;264.40;NAN;NAN;0.12;NAN;2.387;0.076;-2.200;7.577;NAN;pksmb,htru_pks;
590;J1130-6807;NAN;NAN;NAN;50145.25;295.484;-6.431;172.63297083;-68.12458889;0.256353;4.60e-16;148.73;NAN;8.00;0.55;NAN;1.972;-0.221;-1.769;7.657;NAN;pks70,htru_pks;
591;J1132+25;NAN;NAN;NAN;NAN;214.581;72.285;173.20833333;25.25000000;1.002000;NAN;24.19;NAN;NAN;NAN;NAN;25.000;23.815;-4.318;14.763;NAN;misc,ar327,gbncc,fast_gpps;
592;J1132-4700;NAN;NAN;NAN;56122.00;289.177;13.736;173.06050000;-47.01013889;0.325633;7.77e-16;123.00;NAN;NAN;0.49;NAN;2.688;0.638;-2.466;7.642;NAN;htru_pks;
593;J1132-5627;NAN;NAN;NAN;52165.00;292.110;4.741;173.06558333;-56.45802778;0.175166;6.80e-17;305.70;NAN;NAN;0.09;NAN;2.911;0.241;-2.688;7.408;NAN;pksmb,htru_pks;
594;J1133-6250;NAN;NAN;NAN;50013.17;294.213;-1.296;173.46437500;-62.84738889;1.022875;4.52e-16;567.80;0.02;NAN;7.00;NAN;7.448;-0.169;-6.791;5.446;NAN;pks1,htru_pks,pksmb;
595;J1134-6207;NAN;NAN;NAN;NAN;294.020;-0.593;173.51529167;-62.11894444;0.688961;NAN;662.00;NAN;NAN;NAN;NAN;7.653;-0.079;-6.990;5.385;NAN;mmgps-l;
596;J1135-49;NAN;NAN;NAN;NAN;290.526;11.619;173.98333333;-49.42527778;NAN;NAN;114.00;NAN;NAN;NAN;NAN;2.129;0.429;-1.953;7.769;NAN;htru_pks;
597;J1135-6055;NAN;NAN;NAN;55000.00;293.794;0.584;173.78489583;-60.92680000;0.114943;7.93e-14;NAN;NAN;NAN;NAN;NAN;NAN;0.000;-0.000;8.500;GRS:4FGL_J1135.2-6055[aab+22];FermiBlind;
598;J1136+1551;-73.770;366.580;2.690;56000.00;241.895;69.196;174.01299917;15.85393972;1.187913;3.73e-15;4.84;0.00;257.00;20.00;NAN;0.370;0.346;-0.116;8.562;XRS:[kpg06a];misc,ar4,gb4,lotaas,mol2;
599;J1136-5525;10.000;43.000;NAN;57600.00;292.308;5.890;174.00900000;-55.41858333;0.364713;8.23e-15;85.11;NAN;23.00;6.00;NAN;1.518;0.156;-1.397;7.927;NAN;mol2,htru_pks,pks70,pkssw;
600;J1136-6527;NAN;NAN;NAN;57895.00;295.241;-3.710;174.10508333;-65.45541667;1.189309;1.75e-15;164.10;NAN;NAN;0.14;NAN;1.955;-0.127;-1.765;7.668;NAN;htru_pks;
601;J1137-6700;NAN;NAN;NAN;49139.00;295.793;-5.167;174.38370417;-67.00916944;0.556216;7.17e-17;228.04;NAN;14.00;1.50;NAN;2.603;-0.234;-2.334;7.372;NAN;pks70,htru_pks,pksmb;
602;J1138-6154;NAN;NAN;NAN;NAN;294.442;-0.252;174.58570833;-61.91311111;0.624372;NAN;456.00;NAN;NAN;NAN;NAN;6.147;-0.027;-5.596;5.957;NAN;mmgps-l;
603;J1138-6207;NAN;NAN;NAN;51171.00;294.506;-0.463;174.59008333;-62.13313889;0.117564;1.25e-14;518.86;0.03;NAN;0.57;NAN;7.183;-0.058;-6.536;5.521;NAN;pksmb,htru_pks;
604;J1139-6247;NAN;NAN;NAN;59049.00;294.758;-1.067;174.75000000;-62.78333333;0.120482;4.05e-15;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;GRS:4FGL_J1139.2-6247[aab+22];FermiAssoc;
605;J1141-3107;NAN;NAN;NAN;49765.90;285.746;29.393;175.35678750;-31.13127778;0.538432;1.96e-15;30.77;NAN;10.00;0.80;NAN;0.783;0.384;-0.657;8.315;NAN;pks70,gbncc,pkssw;
606;J1141-3322;NAN;NAN;NAN;57600.00;286.586;27.272;175.42815000;-33.37703056;0.291468;4.65e-16;46.45;NAN;8.00;1.60;NAN;1.853;0.849;-1.578;8.030;NAN;pks70,gbncc,pkssw;
607;J1142-6230;NAN;NAN;NAN;51137.00;295.110;-0.675;175.71875000;-62.50108333;0.558383;7.79e-17;343.80;NAN;NAN;0.26;NAN;3.483;-0.041;-3.154;7.022;NAN;pksmb,htru_pks;
608;J1143-5158;NAN;NAN;NAN;48917.00;292.383;9.492;175.81277083;-51.97774722;0.675646;6.95e-16;159.03;NAN;7.00;0.30;NAN;2.397;0.395;-2.186;7.600;NAN;pks70,ghrss,htru_pks;
609;J1143-5536;NAN;NAN;NAN;55213.00;293.334;5.993;175.79079167;-55.60125000;0.685358;4.85e-16;185.00;NAN;NAN;0.20;NAN;2.220;0.232;-2.027;7.625;NAN;htru_pks;
610;J1144-6146;NAN;NAN;NAN;51032.00;295.116;0.073;176.14500000;-61.78027778;0.987783;-3.81e-17;78.70;NAN;NAN;0.45;NAN;1.395;0.002;-1.263;7.908;NAN;pksmb,htru_pks;
611;J1144-6217;NAN;NAN;NAN;51110.00;295.186;-0.438;176.00879167;-62.29175000;0.850665;3.08e-14;284.70;NAN;NAN;0.20;NAN;2.644;-0.020;-2.393;7.375;NAN;pksmb,htru_pks;
612;J1146-6030;NAN;NAN;NAN;57600.00;294.977;1.343;176.53214667;-60.51656167;0.273375;1.79e-15;111.68;NAN;17.00;3.20;NAN;1.634;0.038;-1.481;7.810;NAN;mol2,htru_pks,pks1,pks70,pksmb;
613;J1148-5725;NAN;NAN;NAN;52837.00;294.507;4.418;177.11887500;-57.42016667;3.559937;1.11e-14;174.00;NAN;NAN;0.12;NAN;2.063;0.159;-1.872;7.647;NAN;pksmb;
614;J1148-6415;NAN;NAN;NAN;51474.00;296.177;-2.214;177.15750000;-64.25916667;3.241029;2.70e-15;241.00;NAN;NAN;0.06;NAN;2.454;-0.095;-2.201;7.418;NAN;pksmb,htru_pks;
615;J1148-6546;NAN;NAN;NAN;NAN;296.521;-3.690;177.10241667;-65.77386111;1.496743;NAN;121.50;NAN;NAN;NAN;NAN;1.707;-0.110;-1.524;7.739;NAN;mmgps-l;
616;J1151-6108;NAN;NAN;NAN;56692.00;295.814;0.909;177.98691667;-61.13822222;0.101633;1.03e-14;217.80;NAN;NAN;0.06;NAN;2.227;0.035;-2.005;7.530;GRS:4FGL_J1152.0-6107[aab+22];htru_pks,FermiAssoc;
617;J1152-5800;NAN;NAN;NAN;52746.00;295.126;3.961;178.04166667;-58.00944444;1.789829;1.28e-15;191.00;NAN;NAN;0.12;NAN;2.156;0.149;-1.947;7.587;NAN;pksmb;
618;J1152-6012;NAN;NAN;NAN;51397.00;295.716;1.843;178.22416667;-60.20583333;0.376570;6.69e-15;74.00;NAN;NAN;0.17;NAN;1.367;0.044;-1.231;7.907;NAN;pksmb,htru_pks;
619;J1152-6056;NAN;NAN;NAN;58925.00;295.849;1.121;178.15600000;-60.93944444;2.449000;NAN;381.00;NAN;NAN;NAN;NAN;6.429;0.126;-5.785;5.698;NAN;meerkat_trapum;
620;J1153-2117;NAN;NAN;NAN;56657.00;285.177;39.549;178.24166667;-21.29805556;2.343480;NAN;34.80;NAN;NAN;NAN;NAN;2.331;1.484;-1.735;8.029;NAN;gbncc;
621;J1154-19;NAN;NAN;NAN;NAN;284.593;41.817;178.50000000;-19.00000000;0.011100;NAN;10.69;NAN;NAN;NAN;NAN;0.121;0.081;-0.087;8.477;NAN;gbncc;
622;J1154-6250;NAN;NAN;NAN;51464.00;296.467;-0.681;178.58375000;-62.83408333;0.282012;5.59e-16;74.00;NAN;NAN;0.07;NAN;1.358;-0.016;-1.216;7.895;NAN;pksmb;
623;J1156-1318;NAN;NAN;NAN;NAN;283.032;47.440;179.17500000;-13.30611111;NAN;NAN;28.00;NAN;NAN;NAN;NAN;2.228;1.641;-1.468;8.160;NAN;gbncc;
624;J1156-5707;NAN;NAN;NAN;55354.00;295.448;4.949;179.03104167;-57.11725000;0.288417;2.65e-14;243.20;NAN;NAN;0.27;NAN;2.848;0.246;-2.562;7.281;NAN;pksmb;
625;J1156-5909;NAN;NAN;NAN;49314.78;295.912;2.966;179.08958333;-59.15341667;1.037931;1.02e-15;219.20;NAN;7.00;NAN;NAN;2.330;0.121;-2.093;7.483;NAN;pks70;
626;J1157-6224;NAN;NAN;NAN;57600.00;296.705;-0.199;179.31336250;-62.41414722;0.400526;3.93e-15;325.20;0.00;145.00;14.00;NAN;4.000;-0.014;-3.573;6.702;NAN;mol1,htru_pks,mol2,pks1,pks70,pksmb;
627;J1159-6409;NAN;NAN;NAN;51767.00;297.295;-1.865;179.84041667;-64.16583333;0.667486;2.40e-17;178.00;NAN;NAN;0.47;NAN;2.035;-0.066;-1.807;7.567;NAN;pksmb,htru_pks;
628;J1159-7910;NAN;NAN;NAN;49524.41;300.412;-16.551;179.89879167;-79.16822222;0.525074;2.82e-15;59.24;NAN;6.00;0.70;NAN;1.608;-0.458;-1.329;7.720;NAN;pks70,pkssw;
629;J1201-6306;NAN;NAN;NAN;51676.00;297.309;-0.793;180.34587500;-63.11652778;0.592136;3.56e-15;683.00;NAN;NAN;0.13;NAN;9.538;-0.132;-8.474;4.125;NAN;pksmb,htru_pks;
630;J1202-5820;-14.000;1.000;NAN;57600.00;296.528;3.919;180.61802083;-58.34267778;0.452803;2.13e-15;145.41;NAN;23.00;3.00;NAN;1.887;0.129;-1.684;7.659;NAN;mol2,htru_pks,pks1,pks70,pksmb;
631;J1203-6242;NAN;NAN;NAN;58995.00;297.411;-0.349;180.75000000;-62.70000000;0.100604;4.41e-14;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;GRS:4FGL_J1203.9-6242[aab+22];FermiAssoc;
632;J1204-6843;NAN;NAN;NAN;51500.00;298.684;-6.237;181.15300000;-68.72144167;0.308861;2.17e-16;133.93;NAN;NAN;0.50;NAN;1.906;-0.207;-1.662;7.591;NAN;pkssw,htru_pks;
633;J1207-4508;NAN;NAN;NAN;56936.00;294.817;17.040;181.83025000;-45.13586111;1.769828;1.56e-15;84.50;NAN;NAN;0.31;NAN;2.634;0.772;-2.286;7.443;NAN;pks_superb;
634;J1207-5050;6.900;1.400;NAN;56478.00;295.861;11.422;181.84334967;-50.84407778;0.004843;6.06e-21;50.64;NAN;NAN;0.39;NAN;1.267;0.251;-1.118;7.958;GRS:4FGL_J1207.4-5050[brj+21];FermiAssoc;
635;J1208-6238;NAN;NAN;NAN;56040.00;297.990;-0.178;182.05816667;-62.63425000;0.440591;3.27e-12;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;GRS:4FGL_J1208.2-6237[aab+22];FermiBlind;
636;J1210-5226;NAN;NAN;NAN;53562.00;296.545;9.916;182.50379167;-52.44122222;0.424131;2.22e-17;NAN;NAN;NAN;NAN;NAN;2.600;0.448;-2.291;7.355;SNR:G296.5+10.0[aaa+16d],XRS:1E_1207.4-5;misc;
637;J1210-5559;NAN;NAN;NAN;57600.00;297.136;6.421;182.52494608;-55.98440281;0.279768;7.25e-16;174.35;0.00;23.00;1.27;NAN;2.372;0.265;-2.098;7.425;NAN;pks70,htru_pks,pkssw;
638;J1210-6322;NAN;NAN;NAN;57648.00;298.395;-0.859;182.69491667;-63.37247222;1.163186;9.25e-15;547.00;NAN;NAN;0.15;NAN;9.548;-0.143;-8.398;3.960;NAN;htru_pks;
639;J1210-6550;NAN;NAN;NAN;52499.00;298.774;-3.292;182.67500000;-65.83461111;4.237010;4.31e-16;37.00;NAN;NAN;0.17;NAN;0.923;-0.053;-0.808;8.056;NAN;pksmb;
640;J1211-6324;NAN;NAN;NAN;51489.00;298.470;-0.888;182.85075000;-63.41255556;0.433084;2.57e-16;333.80;NAN;NAN;0.45;NAN;8.049;-0.125;-7.075;4.664;NAN;pksmb,htru_pks;
641;J1212-5838;NAN;NAN;NAN;NAN;297.910;3.851;183.19663042;-58.64302775;0.073802;NAN;145.90;NAN;NAN;NAN;NAN;1.909;0.128;-1.683;7.608;NAN;mmgps-l;
642;J1214-5830;NAN;NAN;NAN;51546.00;298.065;4.012;183.53508333;-58.50719444;0.909823;5.34e-17;141.10;NAN;NAN;0.14;NAN;1.883;0.132;-1.658;7.616;NAN;pksmb,htru_pks;
643;J1215-5328;NAN;NAN;NAN;51500.00;297.459;9.009;183.75258333;-53.47544444;0.636414;1.15e-16;163.00;NAN;NAN;0.50;NAN;3.274;0.513;-2.869;7.009;NAN;pkssw,htru_pks;
644;J1216-50;NAN;NAN;NAN;55196.00;297.231;12.032;184.08333333;-50.45027778;6.355000;NAN;110.00;NAN;NAN;NAN;NAN;2.302;0.480;-2.002;7.470;NAN;htru_pks;
645;J1216-6223;NAN;NAN;NAN;55391.00;298.920;0.202;184.17483333;-62.39916667;0.374053;1.68e-14;790.00;NAN;NAN;0.23;NAN;18.311;0.064;-16.027;-0.355;NAN;pksmb;
646;J1220-6318;NAN;NAN;NAN;51216.00;299.444;-0.652;185.07441667;-63.31291667;0.789212;8.03e-17;347.00;NAN;NAN;0.68;NAN;8.948;-0.102;-7.792;4.102;NAN;pksmb,htru_pks;
647;J1222-5738;NAN;NAN;NAN;51587.00;299.102;5.020;185.71791667;-57.63888889;1.081164;1.50e-16;74.00;NAN;NAN;0.11;NAN;1.408;0.123;-1.226;7.818;NAN;pksmb;
648;J1223-5856;NAN;NAN;NAN;57405.00;299.350;3.732;185.91725000;-58.94691667;0.288541;5.70e-18;233.00;NAN;NAN;0.38;NAN;4.770;0.310;-4.149;6.167;NAN;htru_pks;
649;J1224-6208;NAN;NAN;NAN;51111.00;299.818;0.565;186.18437500;-62.14475000;0.585761;2.02e-14;454.20;NAN;NAN;0.23;NAN;9.876;0.097;-8.568;3.589;NAN;pksmb,htru_pks;
650;J1224-6407;20.000;2.000;NAN;55191.00;299.984;-1.415;186.09272500;-64.13163056;0.216480;4.95e-15;97.69;NAN;48.00;8.90;NAN;4.000;-0.099;-3.464;6.502;XRS:[pb15];misc,htru_pks,mol2,pks1,pks70,pksmb;
651;J1225-5556;NAN;NAN;NAN;48660.00;299.313;6.746;186.43261250;-55.94531667;1.018453;2.06e-15;125.83;NAN;5.00;0.30;NAN;1.929;0.227;-1.670;7.562;NAN;pks70,htru_pks;
652;J1225-6035;NAN;NAN;NAN;51752.00;299.748;2.117;186.36929167;-60.59377778;0.626324;2.88e-16;176.10;NAN;NAN;0.26;NAN;2.194;0.081;-1.904;7.412;NAN;pksmb,htru_pks;
653;J1225-6408;NAN;NAN;NAN;43558.59;300.131;-1.414;186.42833333;-64.14527778;0.419618;9.46e-16;415.10;NAN;11.00;1.26;NAN;9.846;-0.243;-8.513;3.559;NAN;mol2,htru_pks,pks70,pksmb;
654;J1226+0005;NAN;NAN;NAN;57785.00;289.280;62.298;186.56000000;0.09555556;2.285076;2.47e-15;18.50;NAN;0.50;NAN;NAN;1.868;1.654;-0.820;8.213;NAN;lotaas;
655;J1226-3223;NAN;NAN;NAN;56114.00;296.908;30.200;186.69428333;-32.38361111;6.193004;7.05e-15;36.70;NAN;NAN;NAN;NAN;2.175;1.094;-1.676;7.649;NAN;pkssw;
656;J1227-63;NAN;NAN;NAN;56657.00;300.199;-0.407;186.80000000;-63.15000000;0.444578;NAN;359.00;NAN;NAN;NAN;NAN;9.406;-0.067;-8.129;3.769;NAN;htru_pks;
657;J1231-4609;NAN;NAN;NAN;53000.00;299.379;16.573;187.94066667;-46.16255556;0.877239;3.80e-17;67.40;NAN;NAN;1.70;NAN;1.966;0.561;-1.642;7.576;NAN;pkssw;
658;J1231-5113;NAN;NAN;NAN;59012.00;299.668;11.526;187.75000000;-51.21666667;0.206612;1.17e-16;NAN;NAN;NAN;NAN;NAN;NAN;0.000;-0.000;8.500;GRS:4FGL_J1231.6-5116[aab+22];FermiAssoc;
659;J1231-5929;NAN;NAN;NAN;NAN;300.426;3.289;187.92733333;-59.48680556;0.409834;NAN;356.20;NAN;NAN;NAN;NAN;13.527;0.776;-11.645;1.661;NAN;mmgps-l;
660;J1231-6303;NAN;NAN;NAN;57600.00;300.644;-0.273;187.80416667;-63.05500000;1.351236;1.32e-16;301.00;NAN;NAN;1.50;NAN;8.278;-0.039;-7.122;4.281;NAN;pksmb,htru_pks;
661;J1231-6511;NAN;NAN;NAN;59332.00;300.865;-2.404;187.93291667;-65.19666667;0.247525;2.84e-14;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;GRS:4FGL_J1231.6-6511[aab+22];FermiAssoc;
662;J1232-4742;NAN;NAN;NAN;53000.00;299.604;15.034;188.07958333;-47.71413889;1.872994;1.40e-17;26.00;NAN;NAN;2.38;NAN;0.871;0.226;-0.731;8.084;NAN;pkssw,htru_pks;
663;J1232-5843;NAN;NAN;NAN;NAN;300.419;4.052;188.02608333;-58.72547222;0.285318;NAN;207.50;NAN;NAN;NAN;NAN;4.245;0.300;-3.652;6.356;NAN;mmgps-l;
664;J1233-6312;NAN;NAN;NAN;51396.00;300.915;-0.406;188.38125000;-63.20805556;0.564759;6.92e-15;414.00;NAN;NAN;0.25;NAN;10.020;-0.071;-8.596;3.352;NAN;pksmb,htru_pks;
665;J1233-6344;NAN;NAN;NAN;51451.00;300.968;-0.945;188.41625000;-63.74861111;0.756892;3.88e-15;495.00;NAN;NAN;0.07;NAN;10.378;-0.171;-8.897;3.161;NAN;pksmb,htru_pks;
666;J1234-3630;NAN;NAN;NAN;57602.00;299.071;26.231;188.55000000;-36.51141667;0.569242;8.66e-16;59.29;NAN;NAN;NAN;NAN;5.991;2.648;-4.697;5.889;NAN;gbncc;
667;J1235-54;NAN;NAN;NAN;43558.61;300.597;7.849;188.82916667;-54.95000000;0.638234;NAN;100.00;NAN;4.50;1.00;NAN;1.741;0.238;-1.485;7.622;NAN;mol2,pkssw;
668;J1235-6354;NAN;NAN;NAN;51700.00;301.231;-1.088;188.99050000;-63.90844444;0.256778;1.97e-16;439.90;NAN;NAN;0.16;NAN;10.296;-0.195;-8.802;3.163;NAN;pksmb,htru_pks;
669;J1236-0159;NAN;NAN;NAN;57803.00;295.065;60.650;189.01041667;-1.98611111;3.597574;5.10e-15;19.00;NAN;NAN;NAN;NAN;2.021;1.762;-0.897;8.080;NAN;lotaas,gbncc,fast_gpps;
670;J1236-5033;NAN;NAN;NAN;51500.00;300.584;12.246;189.24645833;-50.56008333;0.294760;1.56e-16;105.02;NAN;NAN;0.60;NAN;2.755;0.584;-2.318;7.130;NAN;pkssw,htru_pks;
671;J1236-65;NAN;NAN;NAN;NAN;301.432;-2.787;189.22916667;-65.61666667;0.100565;NAN;175.00;NAN;NAN;0.09;NAN;2.449;-0.119;-2.087;7.224;NAN;pksmb;
672;J1237-6725;NAN;NAN;NAN;51702.00;301.584;-4.591;189.35791667;-67.42608333;2.110974;2.19e-15;176.50;NAN;NAN;0.40;NAN;3.036;-0.243;-2.578;6.915;NAN;pksmb,htru_pks;
673;J1238+2152;NAN;NAN;NAN;51438.00;272.789;83.962;189.59656936;21.86974274;1.118591;1.45e-15;17.97;NAN;2.00;NAN;NAN;2.554;2.540;-0.268;8.487;NAN;ar4,ar327,lotaas;
674;J1239+0326;NAN;NAN;NAN;59417.00;295.640;66.141;189.91148333;3.43636111;0.858327;4.36e-16;34.29;NAN;NAN;0.03;NAN;25.000;22.864;-9.116;4.124;NAN;fast_crafts;
675;J1239+2453;-104.500;49.400;1.160;46531.00;252.450;86.541;189.91858917;24.89702500;1.382449;9.60e-16;9.25;0.00;110.00;23.00;NAN;0.840;0.838;-0.048;8.515;NAN;gb1,ar327,ar4,gb4,lotaas;
676;J1239+32;NAN;NAN;NAN;NAN;151.215;84.429;189.75000000;32.00000000;0.004700;NAN;16.85;NAN;NAN;NAN;NAN;2.224;2.213;0.104;8.689;NAN;gbncc;
677;J1239-48;NAN;NAN;NAN;NAN;300.780;14.820;189.75000000;-48.00000000;0.653900;NAN;107.60;NAN;NAN;NAN;NAN;5.355;1.370;-4.448;5.851;NAN;ghrss;
678;J1239-6832;NAN;NAN;NAN;57600.00;301.879;-5.693;189.99566667;-68.54137222;1.301923;1.19e-14;94.30;NAN;6.50;0.96;NAN;1.575;-0.156;-1.331;7.672;NAN;mol2,htru_pks,pks70,pksmb,pkssw;
679;J1240-4124;NAN;NAN;NAN;43564.84;300.688;21.409;190.07337500;-41.41436111;0.512242;1.74e-15;44.10;NAN;3.50;0.60;NAN;1.682;0.614;-1.347;7.701;NAN;mol2,ghrss,pkssw;
680;J1242+39;NAN;NAN;NAN;57022.00;130.760;77.360;190.64166667;39.63333333;1.310000;NAN;28.60;NAN;NAN;NAN;NAN;25.000;24.394;4.144;12.072;NAN;misc,lotaas,fast_gpps;
681;J1242-4712;NAN;NAN;NAN;59126.79;301.305;15.637;190.55331417;-47.20511333;0.005313;2.14e-20;78.64;NAN;NAN;NAN;NAN;2.529;0.682;-2.081;7.235;NAN;misc;
682;J1243+17;NAN;NAN;NAN;NAN;290.630;80.536;190.75000000;17.86666667;1.216500;NAN;5.00;NAN;NAN;NAN;NAN;0.405;0.399;-0.062;8.477;NAN;misc;
683;J1243-5735;NAN;NAN;NAN;51590.00;301.876;5.260;190.89741667;-57.59522222;0.471225;8.00e-17;270.60;NAN;NAN;0.14;NAN;14.147;1.297;-11.963;1.061;NAN;pksmb;
