#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;W50;W10;TAU_SC;S400;S1400;S2000;DIST;DIST_DM;ZZ;XX;YY;ASSOC;SURVEY;PSR;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);(s/s);(cm^-3pc);(ms);(ms);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);(kpc);;;TYPE;
953;J1547-5750;NAN;NAN;NAN;52044.00;324.663;-2.601;236.87750000;-57.84150000;0.647198;2.56e-17;148.00;42.000;61.000;NAN;NAN;0.23;NAN;3.464;3.464;-0.157;-2.001;5.677;NAN;pksmb,htru_pks;NAN;
954;J1547-5839;NAN;NAN;NAN;51876.00;324.167;-3.243;236.89579167;-58.65272222;0.242190;5.94e-16;222.30;13.000;42.000;NAN;NAN;0.41;NAN;5.685;5.685;-0.322;-3.323;3.898;NAN;pksmb,htru_pks;NAN;
955;J1548-4821;NAN;NAN;NAN;51587.00;330.649;4.753;237.09691667;-48.36380556;0.145655;8.00e-19;126.00;10.000;NAN;NAN;NAN;0.51;NAN;3.439;3.439;0.285;-1.680;5.513;NAN;pksmb,htru_pks;NAN;
956;J1548-4927;NAN;NAN;NAN;51685.00;329.956;3.900;237.08112500;-49.46122222;0.602738;4.05e-15;141.20;11.000;18.000;NAN;NAN;0.69;NAN;3.518;3.518;0.239;-1.757;5.462;NAN;pksmb,htru_pks;NAN;
957;J1548-5607;NAN;NAN;NAN;55408.00;325.858;-1.359;237.18339583;-56.12619444;0.170938;1.07e-14;314.66;5.800;22.000;NAN;NAN;1.39;NAN;5.702;5.702;-0.135;-3.199;3.782;NAN;pksmb,htru_pks;NAN;
958;J1549+2113;NAN;NAN;NAN;51738.00;34.625;49.129;237.42058750;21.22413889;1.262471;8.54e-16;24.06;12.000;23.000;NAN;0.90;NAN;NAN;3.033;3.033;2.293;1.128;6.867;NAN;ar4,lotaas;NAN;
959;J1549-4848;NAN;NAN;NAN;55407.00;330.495;4.305;237.33783333;-48.80986111;0.288355;1.41e-14;55.98;5.900;12.000;NAN;17.00;1.60;NAN;1.308;1.308;0.098;-0.642;7.365;NAN;pks70,pksmb,htru_pks;NAN;
960;J1549-57;NAN;NAN;NAN;55196.00;325.127;-2.354;237.27083333;-57.36027778;0.737500;NAN;17.70;4.000;NAN;NAN;NAN;NAN;NAN;0.704;0.704;-0.029;-0.402;7.923;NAN;htru_pks;RRAT;
961;J1549-5722;NAN;NAN;NAN;51685.00;325.198;-2.420;237.44958333;-57.36722222;0.497772;4.70e-17;102.00;16.000;NAN;NAN;NAN;0.10;NAN;2.858;2.858;-0.121;-1.630;6.155;NAN;pksmb,htru_pks;NAN;
962;J1550-5242;NAN;NAN;NAN;51335.00;328.144;1.198;237.51229167;-52.70194444;0.749659;1.78e-14;337.70;12.000;23.000;NAN;NAN;0.32;NAN;5.644;5.644;0.118;-2.978;3.707;NAN;pksmb,htru_pks;NAN;
963;J1550-5317;NAN;NAN;NAN;51535.00;327.780;0.737;237.52000000;-53.28916667;1.421124;9.35e-16;600.00;85.000;NAN;NAN;NAN;0.40;NAN;6.932;6.932;0.089;-3.696;2.636;NAN;pksmb,htru_pks;NAN;
964;J1550-5418;4.800;-7.900;NAN;54795.00;327.237;-0.132;237.72551608;-54.30669836;2.069833;2.32e-11;830.00;NAN;NAN;NAN;NAN;4.00;5.30;4.000;6.291;-0.009;-2.165;5.136;XRS:1E_1547.0-5408[gg07],SNR:G327.24-0.1;misc;AXP,HE;
965;J1551-0658;NAN;NAN;NAN;55196.00;1.494;34.765;237.78006250;-6.96847222;0.007090;NAN;21.60;NAN;NAN;NAN;0.50;NAN;NAN;1.325;1.325;0.756;0.028;7.412;NAN;FermiAssoc;NAN;
966;J1551-4424;NAN;NAN;NAN;55225.00;333.610;7.454;237.95008333;-44.41166667;0.674060;1.88e-16;66.50;28.000;76.000;NAN;NAN;1.00;NAN;2.227;2.227;0.289;-0.981;6.522;NAN;htru_pks;NAN;
967;J1551-5310;NAN;NAN;NAN;55383.00;328.033;0.669;237.92083333;-53.18347222;0.453448;1.95e-13;491.60;38.000;NAN;0.13;NAN;0.72;NAN;5.878;5.878;0.069;-3.112;3.514;NAN;pksmb,htru_pks;NAN;
968;J1551-6214;NAN;NAN;NAN;56108.00;322.300;-6.350;237.90328333;-62.23982500;0.198839;2.28e-17;122.00;2.500;6.600;NAN;NAN;0.31;NAN;3.901;3.901;-0.431;-2.371;5.432;NAN;htru_pks;NAN;
969;J1552-4937;-3.000;-13.000;NAN;54033.00;330.342;3.372;238.05529542;-49.63048444;0.006284;1.90e-20;113.80;0.900;NAN;NAN;NAN;0.34;NAN;3.055;3.055;0.180;-1.509;5.850;NAN;pksmb;NAN;
970;J1552+5437;NAN;NAN;NAN;56285.00;85.594;47.210;238.22221321;54.61827406;0.002428;2.80e-21;22.90;NAN;NAN;NAN;NAN;NAN;NAN;2.636;2.636;1.934;1.785;8.362;GRS:4FGL_J1553.1+5438[aab+22];misc;HE[pbh+17];
971;J1553-5456;NAN;NAN;NAN;57600.00;327.186;-0.901;238.49837500;-54.93506944;1.081347;1.57e-14;210.00;8.400;130.000;NAN;13.00;0.90;NAN;3.786;3.786;-0.060;-2.051;5.318;NAN;mol2,pks70,pksmb,htru_pks;NAN;
972;J1554+18;NAN;NAN;NAN;NAN;30.685;47.073;238.57083333;18.06666667;NAN;NAN;24.00;7.600;NAN;NAN;NAN;NAN;NAN;2.753;2.753;2.016;0.957;6.888;NAN;ar327;RRAT[dsm+16];
973;J1554-5209;NAN;NAN;NAN;55039.00;329.006;1.194;238.61312500;-52.16063889;0.125230;2.29e-15;130.80;21.000;NAN;NAN;NAN;NAN;NAN;3.079;3.079;0.064;-1.585;5.861;NAN;pksmb,htru_pks;RRAT;
974;J1554-5512;NAN;NAN;NAN;51491.00;327.087;-1.175;238.66875000;-55.20916667;3.418039;3.12e-14;450.00;63.000;NAN;NAN;NAN;0.11;NAN;6.397;6.397;-0.131;-3.475;3.131;NAN;pksmb;NAN;
975;J1555+01;NAN;NAN;NAN;NAN;10.448;38.730;238.99166667;1.13333333;NAN;NAN;18.50;NAN;NAN;NAN;NAN;NAN;NAN;1.253;1.253;0.784;0.177;7.539;NAN;misc;RRAT[ttm18];
976;J1555-0515;NAN;NAN;NAN;54985.00;3.973;34.969;238.91707083;-5.26594444;0.975410;2.05e-15;23.46;13.000;19.000;NAN;NAN;NAN;NAN;1.548;1.548;0.887;0.088;7.235;NAN;gbt350,gbncc;NAN;
977;J1555-2341;NAN;NAN;NAN;49899.00;348.441;22.500;238.88826808;-23.68607516;0.532578;6.94e-16;51.90;13.000;27.000;NAN;7.60;0.90;NAN;3.747;3.747;1.434;-0.694;5.108;NAN;mol2,pks70,pkssw;NAN;
978;J1555-3134;NAN;NAN;NAN;49874.00;342.699;16.757;238.82480000;-31.57225000;0.518110;6.22e-17;73.05;28.000;33.000;NAN;19.00;4.24;NAN;5.299;5.299;1.528;-1.509;3.656;NAN;mol2,pks70,pkssw;NAN;
979;J1556-5358;NAN;NAN;NAN;51398.00;328.117;-0.436;239.21458333;-53.98194444;0.994681;1.04e-14;436.00;29.000;NAN;NAN;NAN;0.53;NAN;5.020;5.020;-0.038;-2.651;4.238;NAN;pksmb,htru_pks;NAN;
980;J1557-4258;-3.000;10.000;NAN;48017.00;335.273;7.952;239.25107500;-42.97018333;0.329187;3.30e-16;144.50;4.200;17.000;0.00;40.00;3.14;NAN;8.630;8.630;1.194;-3.575;0.737;NAN;pks70,pkssw,htru_pks;NAN;
981;J1557-5151;NAN;NAN;NAN;57359.00;329.563;1.131;239.37208333;-51.85233333;0.408155;7.54e-17;464.00;28.900;63.500;NAN;NAN;0.31;NAN;6.485;6.485;0.128;-3.285;2.910;NAN;htru_pks;NAN;
982;J1558-5419;NAN;NAN;NAN;51138.00;328.100;-0.870;239.67270833;-54.32388889;0.594575;6.04e-15;657.00;22.000;NAN;NAN;NAN;0.40;NAN;7.430;7.430;-0.113;-3.926;2.193;NAN;pksmb,htru_pks;NAN;
983;J1558-5756;NAN;NAN;NAN;53139.00;325.731;-3.604;239.62720833;-57.94058333;1.122342;1.86e-13;127.80;5.500;22.000;NAN;NAN;0.19;NAN;3.325;3.325;-0.209;-1.869;5.758;NAN;pksmb;NAN;
984;J1558-67;NAN;NAN;NAN;55217.00;319.345;-10.900;239.58750000;-67.59972222;0.267268;NAN;105.00;NAN;NAN;NAN;NAN;NAN;NAN;5.402;5.402;-1.022;-3.456;4.476;NAN;htru_pks;NAN;
985;J1559-44;NAN;NAN;NAN;56657.00;334.872;6.936;239.75000000;-44.00000000;1.169890;NAN;122.00;NAN;NAN;NAN;NAN;NAN;NAN;4.804;4.804;0.580;-2.025;4.182;NAN;ghrss;NAN;
986;J1559-4438;1.520;13.150;0.384;54100.00;334.540;6.367;239.92302552;-44.64608383;0.257056;1.02e-15;55.94;6.300;17.000;NAN;110.00;37.10;NAN;2.300;1.471;0.255;-0.983;6.436;NAN;mol1,mol2,pks70,pkssw,htru_pks,ghrs;NAN;
987;J1559-5545;NAN;NAN;NAN;57600.00;327.236;-2.025;239.83625000;-55.76305556;0.957267;1.99e-14;212.90;9.000;24.000;NAN;15.00;0.72;NAN;4.133;4.133;-0.146;-2.235;5.027;NAN;mol2,pks70,pksmb,htru_pks;NAN;
988;J1600-5044;-5.000;-13.000;NAN;57600.00;330.690;1.631;240.22089583;-50.73925000;0.192605;5.06e-15;262.79;4.900;13.000;0.01;NAN;21.00;NAN;6.900;5.133;0.196;-3.376;2.486;NAN;misc,mol1,pks1,pksmb,htru_pks;NAN;
989;J1600-5751;NAN;NAN;NAN;55377.00;325.971;-3.697;240.08291667;-57.85425000;0.194456;2.13e-15;176.55;9.900;23.000;NAN;20.00;2.50;NAN;4.183;4.183;-0.270;-2.336;5.041;NAN;mol2,pks1,pks70,pksmb,htru_pks;NAN;
990;J1600-5916;NAN;NAN;NAN;53116.00;325.057;-4.798;240.14583333;-59.28305556;1.247666;8.87e-16;177.00;127.000;146.000;NAN;NAN;0.33;NAN;5.657;5.657;-0.473;-3.229;3.879;NAN;pksmb;NAN;
991;J1601-50;NAN;NAN;NAN;50993.60;330.985;1.846;240.35000000;-50.38333333;0.860777;NAN;59.00;NAN;NAN;NAN;NAN;0.40;NAN;1.367;1.367;0.044;-0.663;7.305;NAN;pksmb,htru_pks;NAN;
992;J1601-5244;NAN;NAN;NAN;51071.00;329.448;0.065;240.36375000;-52.73583333;2.559357;7.21e-16;273.00;62.000;NAN;NAN;NAN;0.13;NAN;4.088;4.088;0.005;-2.078;4.980;NAN;pksmb,htru_pks;NAN;
993;J1601-5335;NAN;NAN;NAN;55391.00;328.935;-0.628;240.47837500;-53.59558333;0.288479;6.23e-14;195.20;7.000;NAN;NAN;NAN;0.25;NAN;3.576;3.576;-0.039;-1.845;5.437;NAN;pksmb,htru_pks;NAN;
994;J1602+3901;NAN;NAN;NAN;NAN;62.184;48.788;240.57850000;39.01716667;0.003708;NAN;17.26;NAN;NAN;NAN;NAN;NAN;NAN;1.630;1.630;1.226;0.950;7.999;NAN;tulipp;NAN;
995;J1602-4957;NAN;NAN;NAN;51487.00;331.374;2.070;240.57583333;-49.95888889;0.819990;1.59e-14;319.00;29.000;NAN;NAN;NAN;0.17;NAN;6.029;6.029;0.218;-2.887;3.211;NAN;pksmb,htru_pks;NAN;
996;J1602-5100;NAN;NAN;NAN;57600.00;330.688;1.285;240.57804167;-51.00169444;0.864286;6.94e-14;170.79;4.200;26.000;0.00;45.00;8.23;NAN;8.000;3.405;0.179;-3.916;1.526;NAN;misc,mol2,pks1,pks70,pksmb,htru_pks;NAN;
997;J1603-1655;NAN;NAN;NAN;NAN;355.105;25.962;240.78750000;-16.92444444;0.714700;NAN;63.22;NAN;NAN;NAN;NAN;NAN;NAN;25.000;25.000;10.944;-1.918;-13.895;NAN;gbncc;RRAT[mss+20];
998;J1603+18;NAN;NAN;NAN;57022.00;32.849;45.280;240.89166667;18.85000000;0.503000;NAN;29.70;8.800;NAN;NAN;NAN;NAN;NAN;25.000;25.000;17.764;9.542;-6.278;NAN;ar327;RRAT[dsm+16];
999;J1603-2531;NAN;NAN;NAN;57600.00;348.375;19.985;240.77010542;-25.52997222;0.283071;1.59e-15;53.76;5.800;11.000;NAN;15.00;4.98;NAN;3.412;3.412;1.166;-0.646;5.359;NAN;pks70,pkssw,gbncc;NAN;
1000;J1603-2712;NAN;NAN;NAN;49911.00;347.126;18.767;240.78359696;-27.22433718;0.778313;3.01e-15;46.20;16.000;32.000;NAN;20.00;1.70;NAN;2.306;2.306;0.742;-0.486;6.371;NAN;mol2,pks70,pkssw;NAN;
1001;J1603-3539;NAN;NAN;NAN;51650.00;341.218;12.526;240.97373750;-35.66586111;0.141909;1.24e-16;77.50;11.000;15.000;NAN;NAN;0.90;NAN;4.100;4.100;0.889;-1.289;4.711;NAN;pkssw,htru_pks;NAN;
1002;J1603-5312;NAN;NAN;NAN;57693.00;329.402;-0.533;240.96200000;-53.21611111;0.839221;4.96e-14;142.00;24.400;45.900;NAN;NAN;0.25;NAN;3.113;3.113;-0.029;-1.584;5.821;NAN;htru_pks;NAN;
1003;J1603-5657;NAN;NAN;NAN;49524.43;326.884;-3.309;240.88108333;-56.96227500;0.496077;2.79e-15;264.07;3.400;7.300;NAN;8.00;0.93;NAN;6.730;6.730;-0.388;-3.671;2.873;NAN;pks70,pksmb,htru_pks;NAN;
1004;J1604-3142;NAN;NAN;NAN;57177.00;344.122;15.317;241.15227500;-31.70177778;0.883890;2.65e-17;58.30;7.800;NAN;NAN;NAN;0.37;NAN;2.902;2.902;0.767;-0.766;5.808;NAN;pks_superb;NAN;
1005;J1604-44;NAN;NAN;NAN;55196.00;335.142;5.744;241.13333333;-44.71666667;1.389200;NAN;175.00;NAN;NAN;NAN;NAN;NAN;NAN;7.833;7.833;0.784;-3.276;1.428;NAN;NAN;NAN;
1006;J1604-4718;NAN;NAN;NAN;52897.00;333.399;3.814;241.12254167;-47.31330556;0.527466;4.96e-15;55.10;11.000;21.000;NAN;NAN;0.22;NAN;1.307;1.307;0.087;-0.584;7.334;NAN;pksmb,htru_pks;NAN;
1007;J1604-4909;-12.000;9.000;NAN;57600.00;332.152;2.442;241.09573333;-49.16610556;0.327419;1.02e-15;140.80;3.800;12.000;0.00;44.00;6.10;NAN;3.225;3.225;0.137;-1.505;5.651;NAN;mol2,pks1,pks70,pksmb,htru_pks;NAN;
1008;J1604-7203;NAN;NAN;NAN;49529.40;316.670;-14.554;241.12157083;-72.05846111;0.341403;8.40e-17;54.37;25.000;33.000;NAN;10.00;NAN;NAN;1.595;1.595;-0.401;-1.059;7.377;NAN;pks70,htru_pks;NAN;
1009;J1605+3249;-25.000;142.000;NAN;52111.00;52.880;47.992;241.32716667;32.82166667;6.880000;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;XRS:RX_J1605.3+3249,OPT:[kkvh11];misc;XINS,NRAD;
1010;J1605-5215;NAN;NAN;NAN;51072.00;330.201;0.031;241.32916667;-52.26333333;1.013609;4.75e-15;532.00;26.000;NAN;NAN;NAN;0.22;NAN;5.087;5.087;0.003;-2.528;4.086;NAN;pksmb,htru_pks;NAN;
1011;J1605-5257;NAN;NAN;NAN;57600.00;329.732;-0.484;241.31777083;-52.95966667;0.658013;2.56e-16;34.90;60.000;78.000;NAN;30.00;21.00;NAN;0.922;0.922;-0.008;-0.465;7.704;NAN;misc,mol2,pks1,pks70,pksmb,htru_pks;NAN;
1012;J1607-0032;-26.470;-27.500;0.920;56000.00;10.715;35.466;241.80024917;-0.54486861;0.421816;3.06e-16;10.68;9.900;17.000;0.00;54.00;1.70;NAN;1.087;0.680;0.631;0.165;7.630;NAN;mol1,mol2,gb3,pks70,gb4,lotaas;NAN;
1013;J1607-5140;NAN;NAN;NAN;51072.00;330.884;0.213;241.95541667;-51.67111111;0.342723;2.54e-15;533.00;20.000;NAN;NAN;NAN;0.26;NAN;5.118;5.118;0.019;-2.490;4.029;NAN;pksmb;NAN;
1014;J1607-6449;NAN;NAN;NAN;55192.00;321.953;-9.486;241.95296250;-64.82863333;0.298116;2.49e-17;89.39;3.500;16.000;NAN;NAN;0.22;NAN;3.444;3.444;-0.568;-2.094;5.825;NAN;htru_pks;NAN;
1015;J1609-1930;NAN;NAN;NAN;53000.00;354.073;23.178;242.27229167;-19.50222222;1.557917;5.09e-16;37.00;13.800;26.800;NAN;NAN;0.30;NAN;1.791;1.791;0.705;-0.170;6.862;NAN;pkssw;NAN;
1016;J1609-4616;NAN;NAN;NAN;52133.00;334.760;3.986;242.42137500;-46.27291667;0.249609;5.01e-16;150.10;3.900;7.100;NAN;NAN;0.38;NAN;3.747;3.747;0.260;-1.594;5.119;NAN;pksmb,htru_pks;NAN;
1017;J1609-5158;NAN;NAN;NAN;51160.00;330.867;-0.179;242.36125000;-51.97166667;1.279402;1.30e-14;1069.00;100.000;NAN;NAN;NAN;0.27;NAN;6.477;6.477;-0.020;-3.153;2.842;NAN;pksmb;NAN;
1018;J1610-1322;NAN;NAN;NAN;49691.00;359.427;26.949;242.67822850;-13.37286409;1.018393;2.30e-16;49.13;37.600;89.800;NAN;16.00;1.11;NAN;3.247;3.247;1.472;-0.029;5.606;NAN;gb2;NAN;
1019;J1610-17;NAN;NAN;NAN;NAN;355.611;24.110;242.54583333;-17.83333333;NAN;NAN;52.50;NAN;NAN;NAN;NAN;NAN;NAN;3.768;3.768;1.539;-0.263;5.071;NAN;pkssw;RRAT;
1020;J1610-5006;NAN;NAN;NAN;51111.00;332.278;1.050;242.68458333;-50.11172222;0.481119;1.36e-14;410.00;48.000;155.000;0.12;NAN;1.60;NAN;5.615;5.615;0.103;-2.612;3.530;NAN;pksmb,htru_pks;NAN;
1021;J1610-5303;NAN;NAN;NAN;51488.00;330.212;-1.061;242.55341667;-53.06361111;0.786468;2.62e-15;380.10;44.000;NAN;NAN;NAN;0.76;NAN;5.353;5.353;-0.099;-2.659;3.855;NAN;pksmb,htru_pks;NAN;
1022;J1611-01;NAN;NAN;NAN;56657.00;10.447;34.161;242.75000000;-1.46666667;1.296870;NAN;27.21;NAN;NAN;NAN;NAN;NAN;NAN;2.015;2.015;1.131;0.302;6.860;NAN;gbt350;RRAT;
1023;J1611-29;NAN;NAN;NAN;NAN;347.109;16.285;242.75000000;-29.00000000;0.009600;NAN;83.03;0.520;1.200;NAN;NAN;NAN;NAN;7.464;7.464;2.093;-1.598;1.516;NAN;gbncc;NAN;
1024;J1611-4811;NAN;NAN;NAN;51686.50;333.621;2.421;242.76125000;-48.19416667;1.296850;1.95e-15;221.00;33.000;NAN;NAN;NAN;0.08;NAN;4.909;4.909;0.207;-2.179;4.106;NAN;pksmb;NAN;
1025;J1611-4949;NAN;NAN;NAN;51071.00;332.590;1.140;242.94429167;-49.83255556;0.666438;5.42e-16;556.80;21.000;57.000;NAN;NAN;0.58;NAN;7.234;7.234;0.144;-3.330;2.079;NAN;pksmb,htru_pks;NAN;
1026;J1611-5209;NAN;NAN;NAN;55390.00;330.923;-0.482;242.76404167;-52.15614722;0.182495;5.17e-15;127.34;1.200;2.800;NAN;NAN;1.45;NAN;2.949;2.949;-0.025;-1.433;5.923;NAN;pks1,pksmb,htru_pks;NAN;
1027;J1611-5847;NAN;NAN;NAN;53071.00;326.465;-5.409;242.96380417;-58.79509167;0.354550;2.01e-18;79.90;2.100;5.900;NAN;NAN;0.11;NAN;2.479;2.479;-0.234;-1.363;6.443;NAN;pksmb,htru_pks;NAN;
1028;J1612+2008;NAN;NAN;NAN;54985.00;35.518;43.743;243.09763333;20.13842500;0.426646;3.73e-17;19.51;2.500;NAN;NAN;NAN;NAN;NAN;1.740;1.740;1.203;0.730;7.477;NAN;gbt350;NAN;
1029;J1612-2408;NAN;NAN;NAN;53000.00;351.011;19.446;243.10858333;-24.13444444;0.923834;1.57e-15;49.20;7.200;31.800;NAN;NAN;0.50;NAN;2.770;2.770;0.922;-0.408;5.920;NAN;pkssw,gbncc;NAN;
1030;J1612-49;NAN;NAN;NAN;56657.00;332.985;1.295;243.22500000;-49.45000000;0.192687;NAN;439.00;28.700;73.100;NAN;NAN;0.16;NAN;6.293;6.293;0.142;-2.858;2.895;NAN;htru_pks;NAN;
1031;J1612-5022;NAN;NAN;NAN;57947.00;332.295;0.663;243.11678333;-50.38258333;1.368283;3.40e-17;248.70;15.200;50.400;NAN;NAN;0.23;NAN;3.994;3.994;0.046;-1.857;4.964;NAN;htru_pks;NAN;
1032;J1612-5136;NAN;NAN;NAN;51348.00;331.400;-0.187;243.00250000;-51.61500000;0.483311;3.78e-15;1173.00;125.000;NAN;NAN;NAN;0.20;NAN;6.690;6.690;-0.022;-3.202;2.626;NAN;pksmb;NAN;
1033;J1612-55;NAN;NAN;NAN;56657.00;328.992;-2.776;243.02500000;-55.15000000;0.846907;NAN;312.00;37.600;56.500;NAN;NAN;0.11;NAN;6.923;6.923;-0.335;-3.562;2.573;NAN;htru_pks;NAN;
1034;J1612-5805;NAN;NAN;NAN;54893.00;327.008;-4.952;243.11590000;-58.09144444;0.615520;9.35e-16;171.30;4.800;17.000;NAN;NAN;0.30;NAN;5.542;5.542;-0.478;-3.007;3.869;NAN;htru_pks;NAN;
1035;J1613-4714;NAN;NAN;NAN;57600.00;334.573;2.835;243.37090833;-47.24066944;0.382377;6.34e-16;161.20;9.300;14.000;0.00;17.00;1.40;NAN;3.521;3.521;0.174;-1.510;5.324;NAN;mol2,pks70,pksmb,htru_pks;NAN;
1036;J1613-5211;NAN;NAN;NAN;51072.00;331.197;-0.784;243.42691667;-52.18916667;0.457502;1.92e-14;360.10;11.000;NAN;NAN;NAN;0.29;NAN;4.718;4.718;-0.065;-2.273;4.366;NAN;pksmb,htru_pks;NAN;
1037;J1613-5234;NAN;NAN;NAN;51111.00;330.962;-1.088;243.48954167;-52.57138889;0.655221;6.63e-15;624.00;31.000;NAN;NAN;NAN;0.28;NAN;7.421;7.421;-0.141;-3.601;2.013;NAN;pksmb,htru_pks;NAN;
1038;J1614+0737;NAN;NAN;NAN;49897.00;20.633;38.163;243.67044377;7.62528291;1.206801;2.36e-15;21.39;11.000;25.000;0.00;9.60;0.60;NAN;1.626;1.626;1.005;0.450;7.304;NAN;mol2,gb2,ar4,gb4,lotaas;NAN;
1039;J1614-23;NAN;NAN;NAN;53370.00;351.956;19.791;243.50000000;-23.25000000;0.033500;NAN;52.40;2.000;3.000;NAN;NAN;NAN;NAN;3.235;3.235;1.095;-0.426;5.486;NAN;misc,gbncc;NAN;
1040;J1614-3846;NAN;NAN;NAN;55876.00;340.628;8.788;243.67716667;-38.77638889;0.464106;9.20e-16;111.00;24.471;44.726;NAN;NAN;0.18;NAN;5.637;5.637;0.861;-1.848;3.245;NAN;htru_pks;NAN;
1041;J1614-3937;NAN;NAN;NAN;49016.00;340.004;8.206;243.63011250;-39.62466667;0.407292;1.59e-16;152.44;16.000;27.000;0.00;12.00;0.70;NAN;10.650;10.650;1.520;-3.605;-1.406;NAN;pks70,pkssw,htru_pks,gbncc;NAN;
1042;J1614-5048;NAN;NAN;NAN;50496.00;332.206;0.172;243.54704167;-50.80097222;0.231694;4.95e-13;582.40;8.400;37.000;0.04;NAN;4.10;NAN;5.148;5.148;0.015;-2.400;3.946;GRS:4FGL_J1614.5-5047[aab+22];pks1,pksmb,htru_pks,FermiAssoc;HE[jlm+92,aab+22];
1043;J1614-5144;NAN;NAN;NAN;51111.00;331.619;-0.576;243.69041667;-51.74694444;1.534008;7.44e-15;748.00;68.000;NAN;NAN;NAN;0.16;NAN;6.129;6.129;-0.062;-2.913;3.108;NAN;pksmb;NAN;
1044;J1614-5402;NAN;NAN;NAN;51482.00;330.040;-2.247;243.70991667;-54.04638889;0.572592;2.90e-17;300.00;14.000;NAN;NAN;NAN;0.25;NAN;5.829;5.829;-0.229;-2.909;3.454;NAN;pksmb,htru_pks;NAN;
1045;J1615-2940;NAN;NAN;NAN;48390.00;347.387;15.056;243.97014552;-29.67104248;2.477568;1.58e-15;44.79;25.700;63.400;NAN;3.10;NAN;NAN;1.717;1.717;0.446;-0.362;6.882;NAN;mol2,htru_pks;NAN;
1046;J1615-4958;NAN;NAN;NAN;57928.00;332.909;0.654;243.82241667;-49.96722222;0.558258;1.46e-15;240.70;9.130;61.800;NAN;NAN;0.16;NAN;3.911;3.911;0.045;-1.781;5.018;NAN;htru_pks;NAN;
1047;J1615-5137;NAN;NAN;NAN;NAN;331.765;-0.539;243.82000000;-51.62000000;0.179280;1.06e-14;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;-0.000;8.500;GRS:4FGL_J1615.3-5136[aab+22];FermiAssoc;NRAD[pvc19];
1048;J1615-5444;NAN;NAN;NAN;51482.00;329.578;-2.768;243.75496250;-54.74233333;0.360958;3.38e-16;312.60;4.900;15.000;NAN;NAN;0.59;NAN;6.882;6.882;-0.332;-3.481;2.572;NAN;pksmb,htru_pks;NAN;
1049;J1615-5537;NAN;NAN;NAN;48414.50;329.039;-3.464;243.91845833;-55.61680556;0.791526;2.00e-15;124.48;3.900;22.000;NAN;12.00;0.80;NAN;3.192;3.192;-0.193;-1.639;5.768;NAN;pks1,pks70,pksmb,htru_pks;NAN;
1050;J1616-5017;NAN;NAN;NAN;56701.00;332.827;0.289;244.12454167;-50.28747222;0.491384;4.66e-14;194.00;6.700;20.500;NAN;NAN;0.17;NAN;3.480;3.480;0.018;-1.589;5.404;NAN;htru_pks;NAN;
1051;J1616-5109;NAN;NAN;NAN;51161.00;332.226;-0.337;244.12875000;-51.15472222;1.219594;1.91e-14;1160.00;220.000;NAN;NAN;NAN;1.20;NAN;6.842;6.842;-0.040;-3.188;2.446;NAN;pksmb,htru_pks;NAN;
1052;J1616-5208;NAN;NAN;NAN;51072.00;331.524;-1.038;244.09750000;-52.14666667;1.025831;2.89e-14;488.00;43.000;NAN;NAN;NAN;0.44;NAN;6.006;6.006;-0.109;-2.863;3.221;NAN;pksmb,htru_pks;NAN;
1053;J1617-4216;NAN;NAN;NAN;51500.00;338.524;5.924;244.34741667;-42.28305556;3.428466;1.81e-14;163.60;30.000;80.000;NAN;NAN;0.28;NAN;7.287;7.287;0.752;-2.654;1.755;NAN;pkssw,pksmb;NAN;
1054;J1617-4608;NAN;NAN;NAN;53129.00;335.842;3.139;244.39627083;-46.14347222;0.567080;1.65e-14;321.50;6.600;17.000;NAN;NAN;0.15;NAN;11.077;11.077;0.607;-4.526;-1.592;NAN;pksmb,htru_pks;NAN;
1055;J1617-5055;NAN;NAN;NAN;50829.70;332.499;-0.275;244.37208333;-50.92033333;0.069357;1.35e-13;467.00;8.600;11.000;NAN;NAN;0.27;NAN;4.743;4.743;-0.023;-2.190;4.293;GRS:J1616-508[aab+06];misc,htru_pks;HE[tkt+98];
1056;J1618-36;NAN;NAN;NAN;55065.00;343.113;10.181;244.63375000;-36.06166667;0.005779;NAN;104.00;NAN;NAN;NAN;NAN;NAN;NAN;6.043;6.043;1.068;-1.728;2.809;NAN;htru_pks;NAN;
1057;J1618-4723;NAN;NAN;NAN;51097.00;335.037;2.184;244.52833333;-47.38863889;0.203553;1.99e-15;134.70;11.000;15.000;NAN;NAN;1.00;NAN;3.089;3.089;0.118;-1.303;5.702;NAN;pksmb,htru_pks;NAN;
1058;J1619-3345;NAN;NAN;NAN;NAN;344.864;11.729;244.75833333;-33.75027778;1.158600;NAN;89.70;NAN;NAN;NAN;NAN;NAN;NAN;5.285;5.285;1.074;-1.351;3.505;NAN;gbncc;RRAT[mss+20];
