#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;PSR;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;TYPE;
2865;J1927+1940g;zhx+23;J1927+1940g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.432;1.313;291.82083;0;19.66667;0;NAN;0;*;NAN;0;*;347;2.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.966;8.966;ymw17;0.205;7.291;3.286;NAN;0;fast_gpps;RRAT[zhx+23];
2866;B1925+22;ht75b;J1927+2234;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;42830.50;*;56.983;2.730;291.78367;4.2e-05;22.58258;5.6e-05;1.431066414236;1.7e-11;gr78;7.71E-16;3.0e-18;gr78;180.0;0;whx+23;15.1;7.0e-01;whx+23;20.4;7.0e-01;whx+23;NAN;0;*;6;0;ht75b;NAN;0;*;NAN;0;*;6.711;6.711;ymw17;0.320;5.621;4.847;NAN;0;ar1,ar3,gbncc,fast_gpps;NAN;
2867;J1928+1443;lsb+17;J1928+1443;lsb+17;NAN;0;*;NAN;0;*;NAN;0;*;56700.00;*;50.178;-1.220;292.0283;2.1e-04;14.7198;3.3e-04;1.01073895346;7.0e-11;lsb+17;2.10E-16;8.0e-18;lsb+17;98.6;0;whx+23;15.5;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.17;0;lsb+17;NAN;0;*;3.012;3.012;ymw17;-0.064;2.313;6.572;NAN;0;palfa,fast_gpps;NAN;
2868;J1928+15;dcm+09;J1928+15;dcm+09;NAN;0;*;NAN;0;*;NAN;0;*;54466.00;*;50.640;-1.030;292.08;2.9e-02;15.22;3.3e-02;0.403;0;dcm+09;NAN;0;*;242;0;dcm+09;5;0;dcm+09;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.746;5.746;ymw17;-0.103;4.442;4.857;NAN;0;palfa;RRAT;
2869;J1928+1725;psf+22;J1928+1725;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;57696.00;*;52.641;-0.087;292.21667;0;17.42472;0;0.28983833;8.0e-08;psf+22;NAN;0;*;135.96;1.2e-01;psf+22;1.1;6.0e-01;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;1.4;4.0e-01;psf+22;NAN;0;*;3.725;3.725;ymw17;-0.006;2.961;6.240;NAN;0;palfa;NAN;
2870;J1928+1746;cfl+06;J1928+1746;cfl+06;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;52.931;0.113;292.17734;5.4e-05;17.77476;8.3e-05;0.0687356780076;7.0e-13;kjk+24;1.315639E-14;1.5e-19;kjk+24;176.9267262298514561;0;kjk+24;3.6;0;pkj+21;10.88;0;sjk+21;NAN;0;*;NAN;0;*;0.279;8.0e-03;nab+13;NAN;0;*;4.340;4.340;ymw17;0.009;3.463;5.884;GRS:[sbc+19];0;palfa,FermiAssoc,misc;HE[sbc+19];
2871;J1928+1809g;hww+21;J1928+1809g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;53.191;0.420;292.02;2.9e-02;18.15;3.3e-02;0.29446;0;hww+21;NAN;0;*;431.9;0;whx+23;143;6.0e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.030;0;hww+21;NAN;0;*;9.335;9.335;ymw17;0.068;7.474;2.907;NAN;0;fast_gpps;NAN;
2872;J1928+1816g;hww+21;J1928+1816g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;53.301;0.462;292.04;2.9e-02;18.27;3.3e-02;0.01054;0;hww+21;NAN;0;*;346.3;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.026;0;hww+21;NAN;0;*;7.205;7.205;ymw17;0.058;5.777;4.194;NAN;0;fast_gpps;NAN;
2873;J1928+1839g;hww+21;J1928+1839g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;53.691;0.548;292.16;2.9e-02;18.65;3.3e-02;2.26091;0;hww+21;NAN;0;*;70.0;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.008;0;hww+21;NAN;0;*;2.502;2.502;ymw17;0.024;2.016;7.019;NAN;0;fast_gpps;NAN;
2874;J1928+1852g;hww+21;J1928+1852g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;59631.0;shw+23;53.832;0.780;292.01437;2.5e-05;18.88469;2.8e-05;0.792806958052;3.0e-12;shw+23;7.43E-17;2.0e-19;shw+23;290.0;3.0e-01;shw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;27.9e-3;0;shw+23;NAN;0;*;5.812;5.812;ymw17;0.079;4.692;5.070;NAN;0;fast_gpps;NAN;
2875;J1928+1902g;hww+21;J1928+1902g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;53.965;0.845;292.02;2.9e-02;19.03;3.3e-02;0.00580;0;hww+21;NAN;0;*;28.9;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.007;0;hww+21;NAN;0;*;1.495;1.495;ymw17;0.022;1.209;7.621;NAN;0;fast_gpps;NAN;
2876;J1928+1915g;hww+21;J1928+1915g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.259;0.759;292.25;2.9e-02;19.25;3.3e-02;0.97435;0;hww+21;NAN;0;*;201.0;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.005;0;hww+21;NAN;0;*;4.632;4.632;ymw17;0.061;3.759;5.795;NAN;0;fast_gpps;NAN;
2877;J1928+1923;lcm13;J1928+1923;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;53640.00;*;54.281;1.016;292.02151;2.1e-05;19.39203;2.2e-05;0.817329808312;6.0e-12;lcm13;6.3495E-15;7.0e-19;lcm13;476.0;0;whx+23;13.6;1.4e+00;whx+23;38.0;1.4e+00;whx+23;0.0486;5.0e-04;okp+21;NAN;0;*;0.639;0;lbh+15;NAN;0;*;10.565;10.565;ymw17;0.187;8.576;2.333;NAN;0;pksngp,palfa,fast_gpps;NAN;
2878;J1928+28;mss+20;J1928+28;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;61.860;5.120;292.00000;0;28.00000;0;1.063;0;mss+20;NAN;0;*;79.2;3.0e-01;mss+20;44;0;mss+20;56;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.224;5.224;ymw17;0.466;4.588;6.046;NAN;0;gbncc;NAN;
2879;J1928-0108;sfj+20;J1928-0108;sfj+20;NAN;0;*;NAN;0;*;NAN;0;*;57983;sfj+20;36.133;-8.726;292.07887;8.3e-05;-1.14881;1.1e-04;2.3657140252;4.0e-10;sfj+20;2.80E-15;3.0e-17;sfj+20;125.0;0;whx+23;9.7;7.0e-01;whx+23;13.0;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.24;6.0e-02;sfj+20;NAN;0;*;9.557;9.557;ymw17;-1.450;5.570;0.871;NAN;0;pks_superb,fast_gpps;NAN;
2880;J1928-0548;crafts23;J1928-0548;crafts23;NAN;0;*;NAN;0;*;NAN;0;*;59348;wyw+23;31.932;-10.851;292.0979692;3.8e-07;-5.8022492;8.3e-07;0.0280409137649652;1.6e-15;wyw+23;1.0552E-19;1.6e-22;wyw+23;95.999;2.0e-03;wyw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.246;1.5e-02;wyw+23;NAN;0;*;6.721;6.721;ymw17;-1.265;3.491;2.898;NAN;0;fast_crafts;NAN;
2881;J1929+00;cnst96;J1929+00;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;49717.00;*;37.687;-8.253;292.37;6.7e-02;0.43;8.3e-02;1.166900;3.0e-06;cnst96;NAN;0;*;42.95;7.0e-02;mss+20;19;0;mss+20;54;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.497;1.497;ymw17;-0.215;0.906;7.328;NAN;0;ar4,gbncc,lotaas,pkssw;NAN;
2882;J1929+1357;lsf+17;J1929+1357;lsf+17;NAN;0;*;NAN;0;*;NAN;0;*;56440.00;*;49.633;-1.810;292.29425;8.3e-05;13.95997;1.4e-04;0.86692667139;7.0e-11;lsf+17;3.66E-15;3.0e-17;lsf+17;150.7;3.0e-01;lsf+17;11.5;0;lsf+17;NAN;0;*;NAN;0;*;NAN;0;*;2.2;4.0e-01;lsf+17;NAN;0;*;4.768;4.768;ymw17;-0.151;3.631;5.413;NAN;0;palfa;NAN;
2883;J1929+16;lcm13;J1929+16;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;53480.00;*;51.747;-0.692;292.32;1.2e-01;16.35;1.2e-01;0.529681;2.0e-06;lcm13;NAN;0;*;12;9.0e+00;lcm13;20.6;0;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.762;0.762;ymw17;-0.009;0.598;8.028;NAN;0;pksngp;NAN;
2884;J1929+1615g;hww+21;J1929+1615g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;51.694;-0.803;292.40;2.9e-02;16.25;3.3e-02;0.04460;0;hww+21;NAN;0;*;309.1;0;whx+23;13.3;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.012;0;hww+21;NAN;0;*;6.114;6.114;ymw17;-0.086;4.797;4.711;NAN;0;fast_gpps;NAN;
2885;J1929+1731g;hww+21;J1929+1731g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;52.745;-0.085;292.27;2.9e-02;17.52;3.3e-02;3.99540;0;hww+21;NAN;0;*;435.0;0;whx+23;5.9;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.013;0;hww+21;NAN;0;*;9.263;9.263;ymw17;-0.014;7.373;2.892;NAN;0;fast_gpps;NAN;
2886;B1926+18;ht75b;J1929+1844;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;51600.00;*;53.852;0.461;292.31992;1.7e-04;18.74986;1.9e-04;1.22047000453;8.0e-11;lcx02;2.360E-15;1.0e-17;lcx02;111.6;0;whx+23;6.2;2.0e-01;whx+23;12.4;2.0e-01;whx+23;NAN;0;*;1.7;2.0e-01;lcx02;NAN;0;*;NAN;0;*;3.317;3.317;ymw17;0.027;2.678;6.543;NAN;0;ar1,lotaas,fast_gpps;NAN;
2887;J1929+19;lcm13;J1929+19;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;59174.39;*;54.173;0.568;292.38;2.9e-02;19.08;3.3e-02;0.3392158;3.0e-07;hww+21;NAN;0;*;528.4;3.0e-01;hww+21;38.4;0;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;11.737;11.737;ymw17;0.116;9.516;1.630;NAN;0;pksngp,fast_gpps;NAN;
2888;J1929+1937g;hww+21;J1929+1937g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.600;0.900;292.29;2.9e-02;19.62;3.3e-02;0.56373;0;hww+21;NAN;0;*;459.1;0;whx+23;10.5;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.017;0;hww+21;NAN;0;*;10.060;10.060;ymw17;0.158;8.199;2.673;NAN;0;fast_gpps;NAN;
2889;J1929+1955;lcm13;J1929+1955;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;54.880;1.018;292.323234;6.2e-06;19.918920;1.3e-05;0.25783322514085;1.1e-13;kjk+24;2.552630E-15;1.0e-20;kjk+24;279.14819584244894637;0;kjk+24;7.3;0;pkj+21;16;0;pkj+21;NAN;0;*;NAN;0;*;0.421;0;lbh+15;NAN;0;*;6.491;6.491;ymw17;0.115;5.308;4.766;NAN;0;pksngp,misc,palfa;NAN;
2890;J1929+2121;lcm13;J1929+2121;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;53635.00;*;56.117;1.751;292.267663;8.3e-06;21.356300;8.3e-06;0.723598503258;2.0e-12;lcm13;2.1386E-15;2.0e-19;lcm13;63.2;0;whx+23;2.2;2.0e-01;whx+23;4.6;2.0e-01;whx+23;NAN;0;*;NAN;0;*;0.23;0;lcm13;NAN;0;*;2.585;2.585;ymw17;0.079;2.145;7.060;NAN;0;pksngp,fast_gpps;NAN;
2891;J1929+3817;kmk+18;J1929+3817;kmk+18;NAN;0;*;NAN;0;*;NAN;0;*;57545.00;*;71.174;9.689;292.27922;2.1e-05;38.29931;2.8e-05;0.814215242250;1.0e-11;kmk+18;6.097E-16;9.0e-19;kmk+18;92.6;0;whx+23;9.0;7.0e-01;whx+23;29.6;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;9.192;9.192;ymw17;1.547;8.576;5.576;NAN;0;gbncc,fast_gpps;NAN;
2892;J1929+62;slr+14;J1929+62;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56292.00;*;93.758;19.635;292.2;7.5e-01;62.3;3.0e-01;1.45600;7.0e-05;slr+14;NAN;0;*;67.7;4.0e-01;mss+20;24;0;mss+20;48;0;mss+20;NAN;0;*;1.4;0;slr+14;NAN;0;*;NAN;0;*;11.972;11.972;ymw17;4.023;11.252;9.239;NAN;0;gbncc,lotaas;NAN;
2893;J1929+66;mss+20;J1929+66;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;97.485;20.947;292.25000;0;66.00000;0;0.806;0;mss+20;NAN;0;*;59.6;2.0e-01;mss+20;14;0;mss+20;38;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.973;7.973;ymw17;2.850;7.383;9.470;NAN;0;gbncc;NAN;
2894;J1929+6630;flm+23;J1929+6630;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;57136;flm+23;98.009;21.110;292.28008;4.2e-05;66.51556;2.8e-05;0.80601705226;4.0e-11;flm+23;7.01E-16;4.0e-18;flm+23;59.74;8.0e-02;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.199;8.199;ymw17;2.953;7.574;9.566;NAN;0;misc;NAN;
2895;B1927+13;ht75b;J1930+1316;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;42828.50;*;49.124;-2.319;292.50395;3.3e-05;13.26975;5.6e-05;0.76003196831;9.0e-11;gr78;3.661E-15;2.0e-18;gr78;213.1;0;whx+23;2.8;4.0e-01;whx+23;9.4;4.0e-01;whx+23;10.0E-5;6.0e-05;bcc+04;5;0;ht75b;0.18;3.0e-02;hfs+04;NAN;0;*;6.435;6.435;ymw17;-0.260;4.862;4.292;NAN;0;ar1,pksmb,fast_gpps;NAN;
2896;J1930+1357g;hww+21;J1930+1357g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;59420.0;shw+23;49.745;-2.031;292.549962;8.3e-06;13.951786;8.3e-06;0.3235617566079;4.0e-13;shw+23;2.723E-17;3.0e-20;shw+23;184.80;1.0e-01;shw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;16.0e-3;0;shw+23;NAN;0;*;5.567;5.567;ymw17;-0.197;4.246;4.905;NAN;0;fast_gpps;NAN;
2897;J1930+1403g;hww+21;J1930+1403g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;49.843;-2.006;292.57;2.9e-02;14.05;3.3e-02;0.00321;0;hww+21;NAN;0;*;150.5;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.094;0;hww+21;NAN;0;*;4.740;4.740;ymw17;-0.166;3.620;5.445;NAN;0;fast_gpps;NAN;
2898;J1930+1408;lbh+15;J1930+1408;lbh+15;NAN;0;*;NAN;0;*;NAN;0;*;59388.0;shw+23;49.932;-1.962;292.57895;2.1e-05;14.14869;2.8e-05;0.4257203277690;1.0e-12;shw+23;1.94E-18;9.0e-20;shw+23;213.6;0;whx+23;6.8;1.4e+00;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.051;1.3e-02;psf+22;NAN;0;*;5.931;5.931;ymw17;-0.203;4.536;4.684;NAN;0;palfa,fast_gpps;NAN;
2899;J1930+1722;lcm13;J1930+1722;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;57656.00;*;52.790;-0.450;292.62546;8.3e-05;17.38144;1.7e-04;1.60970633781;2.0e-11;psf+22;8.808E-16;7.0e-19;psf+22;201.0;0;whx+23;12.3;1.4e+00;whx+23;18.1;1.4e+00;whx+23;NAN;0;*;NAN;0;*;0.09;3.0e-02;psf+22;NAN;0;*;4.669;4.669;ymw17;-0.037;3.718;5.677;NAN;0;pksngp,palfa,fast_gpps;NAN;
2900;J1930+1852;clb+02;J1930+1852;clb+02;NAN;0;*;NAN;0;*;NAN;0;*;52280.00;*;54.096;0.265;292.62554;1.7e-04;18.87058;1.7e-04;0.136855046957;9.0e-12;clb+02;7.50570E-13;1.0e-17;clb+02;307.30;1.0e-01;sjk+21;19.2;0;sjk+21;NAN;0;*;NAN;0;*;NAN;0;*;0.060;1.0e-02;clb+02;NAN;0;*;7.000;6.169;ymw17;0.032;5.670;4.395;SNR:G54.1+0.3,XRS:;0;misc;HE;
2901;J1930+6205;flm+23;J1930+6205;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;57027;flm+23;93.662;19.386;292.67691;2.2e-05;62.092069;9.9e-06;1.456114943253;7.0e-12;msk+24;1.65394E-15;7.0e-20;msk+24;67.5;3.0e-01;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;10.734;10.734;ymw17;3.563;10.105;9.147;NAN;0;misc,gbncc;NAN;
2902;J1931+1439;lbh+15;J1931+1439;lbh+15;NAN;0;*;NAN;0;*;NAN;0;*;56700.00;*;50.539;-2.005;292.91847;7.5e-05;14.66075;1.1e-04;1.77922557495;7.0e-11;lsb+17;6.328E-15;2.0e-18;lsb+17;239.4;0;whx+23;13.2;4.0e-01;whx+23;16.7;4.0e-01;whx+23;NAN;0;*;NAN;0;*;0.08;0;lsb+17;NAN;0;*;6.072;6.072;ymw17;-0.212;4.685;4.643;NAN;0;palfa,fast_gpps;NAN;
2903;B1929+15;ht74;J1931+1536;ht74;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;51.406;-1.599;292.98212;4.2e-05;15.61596;6.1e-05;0.314358779044;3.0e-12;kjk+24;5.0110E-15;4.0e-19;kjk+24;138.20663826733022107;0;kjk+24;8.2;4.0e-01;whx+23;24.9;4.0e-01;whx+23;2.2E-5;5.0e-06;bcc+04;1.20;1.0e-01;lcx02;0.360;0;lbh+15;NAN;0;*;3.970;3.970;ymw17;-0.111;3.102;6.025;NAN;0;ar1,misc,palfa,fast_gpps;NAN;
2904;J1931+1817;psf+22;J1931+1817;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;58156.00;*;53.739;-0.303;292.969746;1.7e-05;18.28355;2.2e-05;0.234131440128;1.7e-11;psf+22;1.073637E-13;5.0e-19;psf+22;465.0;1.0e+00;psf+22;18;2.0e+00;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;0.15;4.0e-02;psf+22;NAN;0;*;9.573;9.573;ymw17;-0.051;7.719;2.838;NAN;0;palfa;NAN;
2905;J1931+1952;lcm13;J1931+1952;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;53560.00;*;55.134;0.451;292.982767;1.3e-05;19.86986;2.8e-05;0.501123112694;4.0e-12;lcm13;1.008E-16;6.0e-19;lcm13;441;8.0e+00;lcm13;8.3;0;pkj+21;14;0;pkj+21;NAN;0;*;NAN;0;*;0.126;0;lbh+15;NAN;0;*;9.625;9.625;ymw17;0.076;7.897;2.998;NAN;0;pksngp,palfa;NAN;
2906;J1931+30;cnst96;J1931+30;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;64.506;5.674;292.87;6.7e-02;30.58;8.3e-02;0.582126;0;dmo+24;NAN;0;*;53.75;1.9e-01;dmo+24;10.0;0;dmo+24;17.9;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.784;3.784;ymw17;0.374;3.399;6.879;NAN;0;ar4,ar327,gbncc;NAN;
2907;J1931+42;gac+21;J1931+42;gac+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;75.150;11.265;292.8;1.8e+00;42.50;8.3e-02;NAN;0;*;NAN;0;*;50.90;2.0e-02;gac+21;32;6.0e+00;gac+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.234;4.234;ymw17;0.827;4.014;7.436;NAN;0;chime;RRAT[gac+21];
2908;J1931-0144;ttk+17;J1931-0144;ttk+17;NAN;0;*;NAN;0;*;NAN;0;*;58282.00;*;35.974;-9.711;292.88344;3.8e-05;-1.73958;1.1e-04;0.593661359781;1.1e-11;clh+20;2.93E-17;1.1e-18;clh+20;37.1;0;whx+23;12.2;7.0e-01;whx+23;21.8;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.196;1.4e-02;clh+20;NAN;0;*;1.356;1.356;ymw17;-0.229;0.785;7.418;NAN;0;misc,gbncc,fast_crafts,fast_gpps;NAN;
2909;B1929+10;lvw68;J1932+1059;lvw68;94.09;1.1e-01;kjk+24;42.99;1.6e-01;kjk+24;2.77;7.0e-02;kjk+24;59400;kjk+24;47.382;-3.885;293.058711;5.0e-06;10.992602;8.9e-06;0.22651892659397;8.0e-14;kjk+24;1.15647E-15;5.0e-20;kjk+24;3.1832101480689054855;0;kjk+24;5.6;2.0e-01;dmo+24;14.7;2.0e-01;dmo+24;1.800E-09;0;cor86;303;7.6e+01;lylg95;29;6.0e+00;jk18;NAN;0;*;0.310;0.229;ymw17;-0.021;0.228;8.291;NAN;0;mol1,ar1,ar2,ar3,ar327,ar4,gb4,jb1,lotaas,misc,mol2,pksmb,fast_gpps;HE[yhh94];
2910;J1932+1916;pga+13;J1932+1916;pga+13;NAN;0;*;NAN;0;*;NAN;0;*;55555.00;*;54.661;0.083;293.08208;1.7e-04;19.2775;2.8e-04;0.208217649267;5.0e-12;saa+23;9.317144E-14;1.4e-19;saa+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.00;8.0e-02;pga+13;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;GRS:4FGL_J1932.3+1916[aab+22];0;FermiBlind;NRAD[aab+22];
2911;B1929+20;ht74;J1932+2020;ht74;NAN;0;*;NAN;0;*;NAN;0;*;49887.0;hlk+04;55.575;0.639;293.033431;1.1e-05;20.346226;1.5e-05;0.268217402985;6.0e-12;hlk+04;4.21706E-15;4.0e-20;hlk+04;211.1;0;whx+23;6.0;2.0e-01;whx+23;10.7;2.0e-01;whx+23;0.000139;7.0e-06;kmn+15;29;2.0e+00;lylg95;1.2;4.0e-01;lylg95;NAN;0;*;5.000;4.963;ymw17;0.056;4.124;5.674;NAN;0;ar1,ar2,ar3,gb3,jb2,palfa,fast_gpps;NAN;
2912;J1932+2126g;zhx+23;J1932+2126g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;56.608;1.017;293.21250;0;21.43333;0;NAN;0;*;NAN;0;*;126;3.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.879;3.879;ymw17;0.069;3.238;6.365;NAN;0;fast_gpps;RRAT[zhx+23];
2913;B1930+22;ht75b;J1932+2220;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;51418.0;hlk+04;57.356;1.554;293.09476;1.2e-04;22.34764;1.4e-04;0.14446976514;3.0e-11;hlk+04;5.75717E-14;3.0e-19;hlk+04;219.2;0;whx+23;4.0;2.0e-01;whx+23;11.7;2.0e-01;whx+23;4.8E-6;3.0e-07;kmn+15;7.8;8.0e-01;lylg95;1.20;1.0e-01;lylg95;NAN;0;*;10.900;7.997;ymw17;0.296;9.175;2.623;GRS:4FGL_J1932.2+2221[aab+22];0;ar1,FermiAssoc,ar2,ar3,gb3,gbncc,fast_gpps;HE[sbc+19];
2914;J1932-3655;lml+98;J1932-3655;lml+98;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;2.072;-23.546;293.025545;7.1e-06;-36.917044;1.9e-05;0.5714205734484;5.0e-13;kjk+24;2.8668E-16;3.0e-20;kjk+24;59.880002785353797102;0;kjk+24;6.1;0;pkj+21;21;0;pkj+21;NAN;0;*;9;0;lml+98;0.70;1.0e-01;jk18;NAN;0;*;6.724;6.724;ymw17;-2.686;0.223;2.340;NAN;0;pks70,gbncc,misc,pkssw;NAN;
2915;J1933+0758;rtj+96;J1933+0758;rtj+96;NAN;0;*;NAN;0;*;NAN;0;*;53048.00;*;44.845;-5.565;293.330862;8.3e-06;7.968614;1.9e-05;0.437454407217;2.0e-12;clm+05;2.183E-16;2.0e-19;clm+05;165.0;0;whx+23;5.7;7.0e-01;whx+23;10.7;7.0e-01;whx+23;NAN;0;*;0.34;3.0e-02;clm+05;NAN;0;*;NAN;0;*;11.155;11.155;ymw17;-1.082;7.829;0.628;NAN;0;ar4,fast_gpps;NAN;
2916;B1930+13;ht75b;J1933+1304;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;49.351;-3.127;293.343849;2.6e-06;13.080532;5.3e-06;0.9283239807633;4.0e-13;kjk+24;3.1907E-16;3.0e-20;kjk+24;176.51764648477871661;0;kjk+24;10.4;7.0e-01;whx+23;12.3;7.0e-01;whx+23;NAN;0;*;2.00;1.0e-01;lcx02;0.42;5.0e-02;hfs+04;NAN;0;*;6.072;6.072;ymw17;-0.331;4.600;4.550;NAN;0;ar1,ar3,misc,pksmb,fast_gpps;NAN;
2917;J1933+1923g;hww+21;J1933+1923g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.940;-0.204;293.49;2.9e-02;19.38;3.3e-02;0.37173;0;hww+21;NAN;0;*;97.7;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.016;0;hww+21;NAN;0;*;3.142;3.142;ymw17;-0.011;2.572;6.695;NAN;0;fast_gpps;NAN;
2918;J1933+2038g;hww+21;J1933+2038g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;56.003;0.456;293.43;2.9e-02;20.63;3.3e-02;0.04075;0;hww+21;NAN;0;*;302.7;0;whx+23;5.4;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.023;0;hww+21;NAN;0;*;8.471;8.471;ymw17;0.067;7.023;3.764;NAN;0;fast_gpps;NAN;
2919;J1933+2401g;zhx+23;J1933+2401g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;58.954;2.113;293.40000;0;24.01667;0;NAN;0;*;NAN;0;*;185;3.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.112;8.112;ymw17;0.299;6.945;4.319;NAN;0;fast_gpps;RRAT[zhx+23];
